0.012667638,0.201561179,0.125106939,1.620000336,0.056892268,0.013172102,2.103332386,0.315569922,0.041085747,0.038899738,0.167762127,0.494822606,0.395947767,0.564046204,3.125319312,0.03447167,0.046690896
0.087720591,0.226223838,0.140801358,1.651277071,0.579460365,0.140184791,2.204225079,0.590166201,0.042262828,0.100164023,0.268430614,1.523311506,0.515225351,0.608719246,3.135296478,0.044729094,0.172750711
0.138895607,0.262489156,0.148032001,2.269076659,0.786346437,0.184969937,2.26795563,0.87075999,0.683155633,0.169611827,0.457940722,3.03793503,1.263905182,0.681866448,4.04736642,0.064795529,0.229250618
0.19371397,0.296456362,0.205877145,2.547148131,1.098497218,0.187436202,2.292730391,0.889481189,0.774575623,0.194554742,0.553004059,3.066241035,1.942632747,0.692123872,5.460088324,0.617351177,0.230315597
0.24018066,0.33232932,0.295223229,2.837382777,1.218895831,0.265403833,2.352369182,0.957807963,0.874683594,0.292308551,0.644480101,3.192805313,2.357581972,1.230274285,5.483854159,0.624189459,0.334010864
0.249092848,0.362653179,0.709331681,3.420542541,1.440971858,0.282723746,2.389923685,1.505935542,1.093732841,0.445385187,0.66695675,3.26314994,2.384542741,1.422362761,5.565913549,1.000967615,0.478119261
0.262377053,0.406653603,1.623251323,3.426315845,1.747685644,0.368034122,2.414810549,2.310162406,1.10942726,0.689825761,1.041548898,3.460843567,2.653926231,1.43878585,5.573648655,1.006516713,0.585457875
0.287263917,0.456931795,1.699145049,3.599907328,1.838545119,0.631812462,2.526072768,2.503371913,1.778345812,0.837745659,1.05959748,3.503666909,2.681223309,1.442036837,5.605541956,1.018511733,0.777770558
0.328910178,0.768409958,1.78501594,3.602037285,2.265881724,0.661463704,2.554827186,2.823482006,1.901995412,1.233581323,1.080000224,3.94692214,2.709753521,1.457450998,5.639228906,1.451229282,0.857251579
0.404075234,1.030058341,1.859228121,3.604783808,2.465761359,0.726371336,2.71311661,2.936874182,1.926826225,1.261046556,1.299385779,4.043947279,2.737555063,1.518042665,5.65626856,1.63849733,0.921262388
0.414164504,1.126635069,1.894540563,3.89597133,2.547428388,0.80405871,2.891248265,3.188825657,2.006979864,1.375167402,1.357567232,4.534734178,2.9300359,1.549095194,5.702006581,1.642589089,1.046929842
0.435127763,1.151241676,2.081808611,4.166756107,2.747139868,0.843631066,3.075209274,3.218084538,2.152265342,1.3900771,1.514511421,4.733324628,2.953913837,1.564173046,5.718261515,1.663944709,1.115761079
0.527780886,1.17164442,2.269244814,4.186598336,2.861989384,0.847442567,3.112707725,3.372506409,2.309657943,1.515520348,1.639057845,4.899685468,3.366845208,1.896726572,5.762261939,1.846504431,1.168169227
0.624918128,1.240475657,2.402311065,4.530866624,3.401541084,0.884492606,3.173131238,3.455574726,2.66138108,1.679246767,1.839105634,4.91437096,3.399747436,1.942128284,5.773584341,1.859003915,1.235431022
0.658268769,1.516585326,2.450739558,4.546841301,3.413311898,1.027087612,3.215730375,3.499350944,2.750390855,1.749927704,1.872063914,5.474101198,3.434443312,2.275410478,5.831317382,2.021721408,1.399774009
0.699971082,1.624708662,2.584030015,4.880740062,3.419701769,1.044855936,3.294762984,3.816097948,2.852348526,2.759415146,1.934673435,5.995099853,4.367364411,2.319242748,5.863154632,2.038088445,1.466195031
0.812466434,1.705478868,3.314324956,5.002652066,3.563529907,1.048947695,3.391676021,3.953928577,2.900160452,3.059010392,2.002103384,6.129343186,4.405311273,2.40175055,5.87470124,2.859803375,1.52947717
0.901532261,1.790733193,3.502321674,5.101190596,3.915309096,1.065482887,3.505628712,4.080829163,3.035244558,3.406753873,2.204056924,6.262689695,4.463156417,2.562898601,5.88181978,2.870060799,1.701218954
0.924401271,1.957150084,3.511402016,5.350115289,4.063060839,1.160546224,3.673895303,4.144615766,3.137370383,3.713187401,2.762161669,6.350242132,4.532436066,2.575061776,5.884005788,2.983957439,1.78501594
0.94945629,2.010342954,3.901688582,5.438732704,4.530137955,1.273882349,3.788912972,4.169278424,3.175149092,3.743399158,3.172963083,6.368122559,4.573746019,3.449913525,5.899363898,3.268362729,1.921108973
1.020977999,2.06712312,3.903314076,5.498371496,4.601547561,1.428360272,3.819236832,4.179199539,3.190843511,3.763857954,3.273911828,6.417055515,4.955736964,3.732413064,5.902446731,3.270436635,2.013425786
1.049003747,2.185672033,4.109807787,5.726837394,5.097042785,1.444503102,3.8311758,4.194837906,3.410341169,3.863125153,3.505516609,6.463970617,5.0620106,3.832464985,5.927333595,3.344648815,2.087694019
1.172260987,2.399956903,4.170455505,5.756320481,5.104833943,1.52084524,3.935543686,4.366635741,3.804831597,3.967380936,3.557700552,6.643111198,5.062122703,3.838518546,5.937142607,3.471157042,2.190100102
1.236664155,2.601630185,4.301111542,5.838828283,5.128095314,1.52460069,3.979432007,4.913866496,4.043835176,3.971865055,3.788800869,6.685374026,5.452465321,3.953816474,5.958946638,3.472894638,2.478372945
1.276740975,2.622873702,4.673741888,6.453937399,5.267495384,1.90266803,4.169838939,5.056349399,4.221182109,4.194950009,4.124661433,6.905376148,5.452577424,4.033521701,5.968811702,3.474744338,2.528595086
1.280160116,2.643949064,4.864765386,6.863898041,5.479426091,2.011520036,4.207449493,5.168228185,4.48950062,4.214568033,4.290461758,6.996571932,5.475334331,4.037108997,5.986467923,3.479228457,2.668948032
1.282626382,2.655663827,5.00091447,6.88558997,5.600273116,2.015948104,4.290629913,5.361830052,4.712977935,4.265126482,5.146480205,7.079416043,5.508236559,4.083911996,5.993250154,3.484160989,2.72320588
1.288623892,2.922524999,5.087794288,6.900107307,5.760972755,2.055015996,4.30587592,5.459808067,4.859552597,4.637812879,5.816407684,7.155253717,5.525948832,4.244219274,5.999696076,3.527713001,2.809188875
1.293276166,2.982668255,5.117893942,7.257155336,5.821956782,2.099408781,4.519263965,5.95451857,4.905963235,4.737584542,5.868815833,7.165455089,5.5584587,4.947945806,6.006366204,4.111153023,2.839905094
1.300843118,3.064223181,5.120696516,7.406476522,6.162749878,2.13085367,4.561358638,6.766704747,5.137568017,4.857254485,5.921616342,7.17111629,5.848244934,4.967900138,6.023798219,4.119784953,2.908175816
1.413282419,3.491111374,5.188462775,7.501932219,6.621979784,2.353938624,4.584171597,6.995899314,5.150179603,5.102367677,6.666708878,7.227279889,5.897233941,5.090372657,6.04778826,4.142485809,2.967254093
1.425837954,3.853091935,5.440638455,8.736130109,6.657180124,2.43470883,4.647677942,7.046850124,5.157129989,5.176579858,7.228232764,7.41017592,6.170597087,5.114362697,6.055187057,4.270507426,3.067866528
1.449715892,3.926239137,5.629419894,8.831137394,6.785425946,2.445246511,4.705803343,7.113383249,5.265253324,5.229268264,7.363092664,7.472673338,6.216279056,5.215479596,6.064603708,4.281661673,3.20317484
1.529533222,3.960318447,5.709965893,8.836069926,6.802857962,2.533303411,4.758603853,7.167192685,5.296025596,5.598535519,7.411240899,7.675243445,6.47232229,5.22910011,6.068751519,4.299317895,3.352608128
1.531999488,3.98851235,5.726949497,8.970145104,6.804035043,2.830320288,4.827771399,7.368081247,5.408296742,5.739392929,7.419368366,7.888967799,6.730663635,5.474998022,6.075814008,4.83718805,3.547611282
1.53547468,4.088059806,5.929071191,9.30269863,6.889793832,2.976222332,4.891950361,7.394929913,5.921840548,5.760636446,7.744467042,7.921477667,6.759642258,5.584634748,6.080466282,4.909158171,3.647214791
1.553747468,4.164682201,6.037250578,9.390587376,7.235967871,3.062765842,4.937183919,7.466227416,5.945998743,6.587452063,9.179273236,7.938517321,6.76945127,5.671514567,6.101877953,4.933148211,3.66890672
1.573141286,4.229757988,6.130015804,9.482736035,8.051965549,3.315838346,5.062627167,7.47009497,6.069592292,6.9560467,9.494675004,7.942553029,6.786042513,5.772575414,6.136854087,4.970254301,3.706293067
1.610191324,4.306212229,6.660879522,10.11774343,8.061045891,3.332373538,5.084263044,8.133184167,6.445081263,6.969611162,10.26930668,7.982741952,6.841813751,5.815342706,6.143075803,5.504312955,3.776301386
1.694380671,4.343822782,6.797252812,10.35954959,8.073377221,3.641497538,5.123779349,8.317201228,6.610096867,7.009183518,10.37602873,8.114855328,6.938950994,6.089826882,6.14896121,5.5059945,3.981281707
1.749199034,4.384011705,7.095670977,10.55034888,8.321292987,3.739811862,5.302639672,8.666065739,6.823204655,7.444983899,10.41201379,8.139181677,6.983680088,6.107427051,6.155182926,5.50974995,4.199041768
1.871615502,4.513490661,7.257323491,10.75695469,8.382389118,5.059151974,5.332122759,9.03292278,7.214219891,7.592006973,10.57994407,8.172476265,7.061143255,6.125083273,6.159162582,5.512440422,4.259297126
